,Data compra,Valor compra,Data venda,Valor venda,Lucro,Taxa retorno,ticker
0,2005-03-30 03:00:00,19.09364891052246,2005-04-01 03:00:00,18.546096801757812,-0.5475521087646484,-2.909641006907434,AMER3.SA
1,2005-05-16 03:00:00,13.07058334350586,2005-05-31 03:00:00,15.808340072631836,2.7377567291259766,19.017349457589273,AMER3.SA
2,2005-06-06 03:00:00,15.013506889343262,2005-07-20 03:00:00,19.517559051513672,4.50405216217041,26.236426935372865,AMER3.SA
3,2005-08-01 03:00:00,19.429244995117188,2005-08-29 03:00:00,22.829362869262695,3.400117874145508,16.12681475961223,AMER3.SA
4,2005-09-05 03:00:00,22.343631744384766,2005-09-26 03:00:00,25.611276626586914,3.2676448822021484,13.64914004016359,AMER3.SA
5,2005-10-18 02:00:00,26.317794799804688,2005-11-30 02:00:00,32.65879440307617,6.340999603271484,21.586885455426177,AMER3.SA
6,2005-12-01 02:00:00,33.55960464477539,2005-12-13 02:00:00,40.88972854614258,7.3301239013671875,19.75557947371384,AMER3.SA
7,2006-01-03 02:00:00,36.20904541015625,2006-01-30 02:00:00,45.879512786865234,9.670467376708984,23.670971208504607,AMER3.SA
8,2006-02-07 02:00:00,40.97804260253906,2006-02-17 02:00:00,51.929073333740234,10.951030731201172,23.684243620189534,AMER3.SA
9,2006-03-08 03:00:00,42.479393005371094,2006-03-31 03:00:00,49.41210174560547,6.932708740234375,15.11762809190747,AMER3.SA
10,2006-04-19 03:00:00,47.2042350769043,2006-05-01 03:00:00,49.89783477783203,2.6935997009277344,5.549399581828155,AMER3.SA
11,2006-06-13 03:00:00,31.175106048583984,2006-07-04 03:00:00,40.624786376953125,9.44968032836914,26.475848894348765,AMER3.SA
12,2006-08-04 03:00:00,32.85308837890625,2006-08-30 03:00:00,39.38837814331055,6.535289764404297,18.142504671932258,AMER3.SA
13,2006-09-22 03:00:00,36.20021438598633,2006-10-24 03:00:00,38.858489990234375,2.658275604248047,7.086154442705403,AMER3.SA
14,2006-11-01 03:00:00,39.75046920776367,2006-11-24 02:00:00,57.395755767822266,17.645286560058594,36.734871426501584,AMER3.SA
15,2006-12-11 02:00:00,56.9630126953125,2007-01-04 02:00:00,65.35291290283203,8.389900207519531,13.739985582785453,AMER3.SA
16,2007-02-08 02:00:00,59.87739944458008,2007-02-26 03:00:00,65.35291290283203,5.475513458251953,8.750288379427616,AMER3.SA
17,2007-03-05 03:00:00,56.51260757446289,2007-03-21 03:00:00,63.40998840332031,6.897380828857422,11.515763865727411,AMER3.SA
18,2007-04-24 03:00:00,61.99695587158203,2007-04-27 03:00:00,66.20956420898438,4.212608337402344,6.573964196923801,AMER3.SA
19,2007-05-23 03:00:00,67.82572937011719,2007-06-15 03:00:00,73.75164794921875,5.9259185791015625,8.376172785114546,AMER3.SA
20,2007-07-31 03:00:00,69.7686538696289,2007-08-08 03:00:00,75.08519744873047,5.3165435791015625,7.343861086109568,AMER3.SA
21,2007-09-10 03:00:00,63.5689582824707,2007-09-28 03:00:00,75.59742736816406,12.02846908569336,17.32969792069029,AMER3.SA
22,2007-10-04 03:00:00,73.83995819091797,2007-10-29 02:00:00,82.04440307617188,8.204444885253906,10.536057765185614,AMER3.SA
23,2007-11-27 02:00:00,65.79448699951172,2007-12-07 02:00:00,74.05191802978516,8.257431030273438,11.823039157932289,AMER3.SA
24,2008-01-21 02:00:00,55.18788528442383,2008-02-22 03:00:00,67.03089141845703,11.843006134033203,19.441011936882003,AMER3.SA
25,2008-03-31 03:00:00,52.1057014465332,2008-04-03 03:00:00,56.9630126953125,4.857311248779297,8.91277815985829,AMER3.SA
26,2008-05-07 03:00:00,54.75514602661133,2008-05-30 03:00:00,62.200077056884766,7.4449310302734375,12.748488296770338,AMER3.SA
27,2008-06-26 03:00:00,50.24225997924805,2008-07-16 03:00:00,52.98884963989258,2.7465896606445312,5.322500245371599,AMER3.SA
28,2008-08-25 03:00:00,48.352325439453125,2008-09-03 03:00:00,50.33940887451172,1.9870834350585938,4.027393028021723,AMER3.SA
29,2008-10-27 02:00:00,18.369468688964844,2008-11-04 02:00:00,27.174448013305664,8.80497932434082,39.158714445075745,AMER3.SA
